Match ID,Innings,Team ID,Team,Total,Wickets,Overs,RR,LB,NB,W,B,PEN
1178405,1,335975,Delhi Capitals,155,7,20.0,7.75,5.0,1.0,3.0,,
1178405,2,628333,Sunrisers Hyderabad,116,10,18.5,6.15,,1.0,4.0,,
1178404,1,335971,Kolkata Knight Riders,161,8,20.0,8.05,1.0,,8.0,,
1178404,2,335974,Chennai Super Kings,162,5,19.4,8.23,,,2.0,,
1178403,1,335973,Kings XI Punjab,173,4,20.0,8.65,2.0,,5.0,,
1178403,2,335970,Royal Challengers Bangalore,174,2,19.2,9.0,,,1.0,,
1178402,1,335978,Mumbai Indians,187,5,20.0,9.35,1.0,,3.0,,
1178402,2,335977,Rajasthan Royals,188,6,19.3,9.64,2.0,,2.0,,
1178401,1,335971,Kolkata Knight Riders,178,7,20.0,8.9,1.0,1.0,3.0,,
1178401,2,335975,Delhi Capitals,180,3,18.5,9.55,1.0,,2.0,,
1178400,1,335977,Rajasthan Royals,151,7,20.0,7.55,1.0,,6.0,,
1178400,2,335974,Chennai Super Kings,155,6,20.0,7.75,5.0,1.0,3.0,,
1178399,1,335973,Kings XI Punjab,197,4,20.0,9.85,1.0,,6.0,,
1178399,2,335978,Mumbai Indians,198,7,20.0,9.9,,1.0,11.0,,
1178398,1,335971,Kolkata Knight Riders,108,9,20.0,5.4,1.0,,3.0,,
1178398,2,335974,Chennai Super Kings,111,3,17.2,6.4,,2.0,6.0,,
1178397,1,628333,Sunrisers Hyderabad,150,4,20.0,7.5,5.0,,3.0,,
1178397,2,335973,Kings XI Punjab,151,4,19.5,7.61,1.0,,,,
1178396,1,335977,Rajasthan Royals,139,3,20.0,6.95,5.0,2.0,4.0,,
1178396,2,335971,Kolkata Knight Riders,140,2,13.5,10.12,8.0,,3.0,,
1178395,1,335970,Royal Challengers Bangalore,149,8,20.0,7.45,1.0,1.0,3.0,,
1178395,2,335975,Delhi Capitals,152,6,18.5,8.07,5.0,1.0,6.0,,
1178394,1,335978,Mumbai Indians,136,7,20.0,6.8,,1.0,5.0,,
1178394,2,628333,Sunrisers Hyderabad,96,10,17.4,5.43,2.0,,3.0,1.0,
1178393,1,335974,Chennai Super Kings,160,3,20.0,8.0,,,5.0,,
1178393,2,335973,Kings XI Punjab,138,5,20.0,6.9,,2.0,2.0,,
1175372,1,335970,Royal Challengers Bangalore,205,3,20.0,10.25,1.0,,4.0,,
1175372,2,335971,Kolkata Knight Riders,206,5,19.1,10.74,2.0,3.0,8.0,,
1175371,1,335975,Delhi Capitals,129,8,20.0,6.45,3.0,,2.0,,
1175371,2,628333,Sunrisers Hyderabad,131,5,18.3,7.08,4.0,,3.0,4.0,
1175370,1,335978,Mumbai Indians,170,5,20.0,8.5,1.0,1.0,4.0,,
1175370,2,335974,Chennai Super Kings,133,8,20.0,6.65,7.0,2.0,5.0,,
1175369,1,335970,Royal Challengers Bangalore,158,4,20.0,7.9,2.0,1.0,1.0,1.0,
1175369,2,335977,Rajasthan Royals,164,3,19.5,8.26,1.0,,5.0,4.0,
1175368,1,335973,Kings XI Punjab,166,9,20.0,8.3,,,8.0,1.0,
1175368,2,335975,Delhi Capitals,152,10,19.2,7.86,6.0,,5.0,,
1175367,1,335974,Chennai Super Kings,175,5,20.0,8.75,1.0,1.0,5.0,,
1175367,2,335977,Rajasthan Royals,167,8,20.0,8.35,2.0,1.0,4.0,,
1175366,1,628333,Sunrisers Hyderabad,231,2,20.0,11.55,1.0,,1.0,,
1175366,2,335970,Royal Challengers Bangalore,113,10,19.5,5.69,,1.0,3.0,4.0,
1175365,1,335971,Kolkata Knight Riders,185,8,20.0,9.25,4.0,1.0,3.0,,
1175365,2,335975,Delhi Capitals,185,6,20.0,9.25,1.0,,3.0,,
1175364,1,335978,Mumbai Indians,176,7,20.0,8.8,3.0,,4.0,,
1175364,2,335973,Kings XI Punjab,177,2,18.4,9.48,1.0,,7.0,,
1175363,1,335977,Rajasthan Royals,198,2,20.0,9.9,,1.0,4.0,,
1175363,2,628333,Sunrisers Hyderabad,201,5,19.0,10.57,1.0,,5.0,,
1175362,1,335978,Mumbai Indians,187,8,20.0,9.35,1.0,1.0,4.0,4.0,
1175362,2,335970,Royal Challengers Bangalore,181,5,20.0,9.05,2.0,,3.0,,
1175361,1,335971,Kolkata Knight Riders,218,4,20.0,10.9,1.0,1.0,3.0,,
1175361,2,335973,Kings XI Punjab,190,4,20.0,9.5,1.0,,5.0,,
1175360,1,335975,Delhi Capitals,147,6,20.0,7.35,2.0,,5.0,,
1175360,2,335974,Chennai Super Kings,150,4,19.4,7.62,5.0,1.0,2.0,,
1175359,1,335973,Kings XI Punjab,184,4,20.0,9.2,4.0,,8.0,4.0,
1175359,2,335977,Rajasthan Royals,170,9,20.0,8.5,1.0,2.0,2.0,,
1175358,1,335975,Delhi Capitals,213,6,20.0,10.65,2.0,2.0,2.0,,
1175358,2,335978,Mumbai Indians,176,10,19.2,9.1,2.0,,7.0,,
1175357,1,628333,Sunrisers Hyderabad,181,3,20.0,9.05,4.0,1.0,2.0,1.0,
1175357,2,335971,Kolkata Knight Riders,183,4,19.4,9.3,1.0,,3.0,,
1175356,1,335970,Royal Challengers Bangalore,70,10,17.1,4.07,3.0,1.0,,,
1175356,2,335974,Chennai Super Kings,71,3,17.4,4.01,1.0,1.0,3.0,,
1136620,1,628333,Sunrisers Hyderabad,178,6,20.0,8.9,1.0,1.0,6.0,,
1136620,2,335974,Chennai Super Kings,181,2,18.3,9.78,3.0,,3.0,,
1136619,1,628333,Sunrisers Hyderabad,174,7,20.0,8.7,1.0,,4.0,,
1136619,2,335971,Kolkata Knight Riders,160,9,20.0,8.0,2.0,,1.0,,
1136618,1,335971,Kolkata Knight Riders,169,7,20.0,8.45,,1.0,5.0,4.0,
1136618,2,335977,Rajasthan Royals,144,4,20.0,7.2,,,1.0,,
1136617,1,628333,Sunrisers Hyderabad,139,7,20.0,6.95,,,9.0,,
1136617,2,335974,Chennai Super Kings,140,8,19.1,7.3,2.0,,3.0,,
1136616,1,335973,Kings XI Punjab,153,10,19.4,7.77,4.0,1.0,5.0,1.0,
1136616,2,335974,Chennai Super Kings,159,5,19.1,8.29,,1.0,7.0,1.0,
1136615,1,335975,Delhi Daredevils,174,4,20.0,8.7,6.0,,5.0,1.0,
1136615,2,335978,Mumbai Indians,163,10,19.3,8.35,1.0,,6.0,,
1136614,1,628333,Sunrisers Hyderabad,172,9,20.0,8.6,1.0,1.0,5.0,4.0,
1136614,2,335971,Kolkata Knight Riders,173,5,19.4,8.79,2.0,,5.0,,
1136613,1,335977,Rajasthan Royals,164,5,20.0,8.2,1.0,,4.0,,
1136613,2,335970,Royal Challengers Bangalore,134,10,19.2,6.93,1.0,,1.0,1.0,
1136612,1,335975,Delhi Daredevils,162,5,20.0,8.1,3.0,,6.0,,
1136612,2,335974,Chennai Super Kings,128,6,20.0,6.4,2.0,,,,
1136611,1,335970,Royal Challengers Bangalore,218,6,20.0,10.9,1.0,,2.0,1.0,
1136611,2,628333,Sunrisers Hyderabad,204,3,20.0,10.2,2.0,,3.0,,
1136610,1,335978,Mumbai Indians,186,8,20.0,9.3,5.0,1.0,5.0,,
1136610,2,335973,Kings XI Punjab,183,5,20.0,9.15,2.0,,5.0,2.0,
1136609,1,335977,Rajasthan Royals,142,10,19.0,7.47,1.0,,1.0,,
1136609,2,335971,Kolkata Knight Riders,145,4,18.0,8.05,1.0,,1.0,,
1136608,1,335973,Kings XI Punjab,88,10,15.1,5.8,2.0,,3.0,,
1136608,2,335970,Royal Challengers Bangalore,92,0,8.1,11.26,2.0,1.0,1.0,,
1136607,1,335978,Mumbai Indians,168,6,20.0,8.4,2.0,,7.0,,
1136607,2,335977,Rajasthan Royals,171,3,18.0,9.5,1.0,,9.0,,
1136606,1,628333,Sunrisers Hyderabad,179,4,20.0,8.95,3.0,,10.0,,
1136606,2,335974,Chennai Super Kings,180,2,19.0,9.47,,,1.0,,
1136605,1,335975,Delhi Daredevils,181,4,20.0,9.05,1.0,1.0,5.0,,
1136605,2,335970,Royal Challengers Bangalore,187,5,19.0,9.84,,,7.0,4.0,
1136604,1,335971,Kolkata Knight Riders,245,6,20.0,12.25,,,5.0,,
1136604,2,335973,Kings XI Punjab,214,8,20.0,10.7,1.0,,6.0,,
1136603,1,335974,Chennai Super Kings,176,4,20.0,8.8,1.0,1.0,10.0,,
1136603,2,335977,Rajasthan Royals,177,6,19.5,8.92,1.0,,2.0,,
1136602,1,335975,Delhi Daredevils,187,5,20.0,9.35,2.0,,1.0,,
1136602,2,628333,Sunrisers Hyderabad,191,1,18.5,10.14,1.0,,1.0,,
1136601,1,335978,Mumbai Indians,210,6,20.0,10.5,,1.0,4.0,2.0,
1136601,2,335971,Kolkata Knight Riders,108,10,18.1,5.94,1.0,,,,
1136600,1,335977,Rajasthan Royals,158,8,20.0,7.9,,1.0,1.0,1.0,
1136600,2,335973,Kings XI Punjab,143,7,20.0,7.15,1.0,1.0,1.0,4.0,
1136599,1,628333,Sunrisers Hyderabad,146,10,20.0,7.3,3.0,1.0,5.0,,
1136599,2,335970,Royal Challengers Bangalore,141,6,20.0,7.05,2.0,,3.0,,
1136598,1,335977,Rajasthan Royals,152,9,20.0,7.6,3.0,,1.0,4.0,
1136598,2,335973,Kings XI Punjab,155,4,18.4,8.3,,,3.0,,
1136597,1,335978,Mumbai Indians,181,4,20.0,9.05,1.0,,5.0,,
1136597,2,335971,Kolkata Knight Riders,168,6,20.0,8.4,4.0,,1.0,4.0,
1136596,1,335975,Delhi Daredevils,163,5,20.0,8.15,1.0,,2.0,,
1136596,2,628333,Sunrisers Hyderabad,164,3,19.5,8.26,,1.0,5.0,,
1136595,1,335970,Royal Challengers Bangalore,127,9,20.0,6.35,3.0,,1.0,,
1136595,2,335974,Chennai Super Kings,128,4,18.0,7.11,3.0,1.0,3.0,,
1136594,1,335973,Kings XI Punjab,174,6,20.0,8.7,5.0,,5.0,,
1136594,2,335978,Mumbai Indians,176,4,19.0,9.26,4.0,,2.0,,
1136593,1,335974,Chennai Super Kings,177,5,20.0,8.85,,,3.0,4.0,
1136593,2,335971,Kolkata Knight Riders,180,4,17.4,10.18,1.0,,11.0,,
1136592,1,335975,Delhi Daredevils,196,6,17.1,11.41,1.0,,6.0,,
1136592,2,335977,Rajasthan Royals,146,5,12.0,12.16,1.0,,3.0,,
1136591,1,335970,Royal Challengers Bangalore,167,7,20.0,8.35,2.0,2.0,1.0,1.0,
1136591,2,335978,Mumbai Indians,153,7,20.0,7.65,4.0,,18.0,1.0,
1136590,1,335974,Chennai Super Kings,211,4,20.0,10.55,2.0,1.0,3.0,1.0,
1136590,2,335975,Delhi Daredevils,198,5,20.0,9.9,2.0,,6.0,,
1136589,1,335970,Royal Challengers Bangalore,175,4,20.0,8.75,4.0,,5.0,1.0,
1136589,2,335971,Kolkata Knight Riders,176,4,19.1,9.18,,,7.0,1.0,
1136588,1,628333,Sunrisers Hyderabad,151,7,20.0,7.55,,,,1.0,
1136588,2,335977,Rajasthan Royals,140,6,20.0,7.0,1.0,,,,
1136587,1,335974,Chennai Super Kings,169,5,20.0,8.45,3.0,,4.0,,
1136587,2,335978,Mumbai Indians,170,2,19.4,8.64,1.0,,5.0,4.0,
1136586,1,335975,Delhi Daredevils,219,4,20.0,10.95,1.0,1.0,2.0,,
1136586,2,335971,Kolkata Knight Riders,164,9,20.0,8.2,1.0,,3.0,,
1136585,1,628333,Sunrisers Hyderabad,132,6,20.0,6.6,1.0,1.0,5.0,1.0,
1136585,2,335973,Kings XI Punjab,119,10,19.2,6.15,1.0,,,1.0,
1136584,1,335970,Royal Challengers Bangalore,205,8,20.0,10.25,,,4.0,4.0,
1136584,2,335974,Chennai Super Kings,207,5,19.4,10.52,2.0,1.0,8.0,,
1136583,1,628333,Sunrisers Hyderabad,118,10,18.4,6.32,,,8.0,4.0,
1136583,2,335978,Mumbai Indians,87,10,18.5,4.61,1.0,,1.0,,
1136582,1,335973,Kings XI Punjab,143,8,20.0,7.15,8.0,,5.0,1.0,
1136582,2,335975,Delhi Daredevils,139,8,20.0,6.95,2.0,,7.0,,
1136581,1,335978,Mumbai Indians,167,7,20.0,8.35,1.0,1.0,3.0,,
1136581,2,335977,Rajasthan Royals,168,7,19.4,8.54,,2.0,4.0,,
1136580,1,335974,Chennai Super Kings,182,3,20.0,9.1,,,4.0,,
1136580,2,628333,Sunrisers Hyderabad,178,6,20.0,8.9,,,2.0,,
1136579,1,335975,Delhi Daredevils,174,5,20.0,8.7,9.0,,3.0,,
1136579,2,335970,Royal Challengers Bangalore,176,4,18.0,9.77,1.0,,3.0,,
1136578,1,335971,Kolkata Knight Riders,191,7,20.0,9.55,1.0,1.0,7.0,,
1136578,2,335973,Kings XI Punjab,126,1,11.1,11.28,,,2.0,,
1136577,1,335974,Chennai Super Kings,204,5,20.0,10.2,,1.0,5.0,,
1136577,2,335977,Rajasthan Royals,140,10,18.3,7.56,,,8.0,,
1136576,1,335973,Kings XI Punjab,193,3,20.0,9.65,5.0,,3.0,,
1136576,2,628333,Sunrisers Hyderabad,178,4,20.0,8.9,2.0,1.0,10.0,,
1136575,1,335977,Rajasthan Royals,160,8,20.0,8.0,1.0,1.0,3.0,,
1136575,2,335971,Kolkata Knight Riders,163,3,18.5,8.65,1.0,,2.0,,
1136574,1,335978,Mumbai Indians,213,6,20.0,10.65,1.0,,16.0,,
1136574,2,335970,Royal Challengers Bangalore,167,8,20.0,8.35,2.0,1.0,3.0,1.0,
1136573,1,335971,Kolkata Knight Riders,200,9,20.0,10.0,4.0,,2.0,,
1136573,2,335975,Delhi Daredevils,129,10,14.2,9.0,3.0,,5.0,,
1136572,1,335973,Kings XI Punjab,197,7,20.0,9.85,,,1.0,,
1136572,2,335974,Chennai Super Kings,193,5,20.0,9.65,2.0,,11.0,,
1136571,1,335977,Rajasthan Royals,217,4,20.0,10.85,2.0,2.0,6.0,4.0,
1136571,2,335970,Royal Challengers Bangalore,198,6,20.0,9.9,1.0,,3.0,2.0,
1136570,1,335971,Kolkata Knight Riders,138,8,20.0,6.9,2.0,2.0,3.0,,
1136570,2,628333,Sunrisers Hyderabad,139,5,19.0,7.31,,,5.0,,
1136569,1,335978,Mumbai Indians,194,7,20.0,9.7,5.0,,5.0,,
1136569,2,335975,Delhi Daredevils,195,3,20.0,9.75,1.0,,1.0,,
1136568,1,335973,Kings XI Punjab,155,10,19.2,8.01,3.0,,3.0,,
1136568,2,335970,Royal Challengers Bangalore,159,6,19.3,8.15,3.0,,1.0,,
1136567,1,335978,Mumbai Indians,147,8,20.0,7.35,4.0,1.0,3.0,,
1136567,2,628333,Sunrisers Hyderabad,151,9,20.0,7.55,3.0,,1.0,,
1136566,1,335977,Rajasthan Royals,153,5,17.5,8.57,1.0,,2.0,,
1136566,2,335975,Delhi Daredevils,60,4,6.0,10.0,2.0,,1.0,,
1136565,1,335971,Kolkata Knight Riders,202,6,20.0,10.1,1.0,,3.0,1.0,
1136565,2,335974,Chennai Super Kings,205,5,19.5,10.33,3.0,1.0,3.0,,
1136564,1,335977,Rajasthan Royals,125,9,20.0,6.25,3.0,,5.0,,
1136564,2,628333,Sunrisers Hyderabad,127,1,15.5,8.02,,1.0,3.0,4.0,
1136563,1,335970,Royal Challengers Bangalore,176,7,20.0,8.8,1.0,,5.0,,
1136563,2,335971,Kolkata Knight Riders,177,6,18.5,9.39,3.0,,10.0,,
1136562,1,335975,Delhi Daredevils,166,7,20.0,8.3,1.0,1.0,3.0,1.0,
1136562,2,335973,Kings XI Punjab,167,4,18.5,8.86,,1.0,,,
1136561,1,335978,Mumbai Indians,165,4,20.0,8.25,2.0,,2.0,,
1136561,2,335974,Chennai Super Kings,169,9,19.5,8.52,2.0,1.0,4.0,,
1082650,1,335978,Mumbai Indians,129,8,20.0,6.45,2.0,,5.0,1.0,
1082650,2,968721,Rising Pune Supergiant,128,6,20.0,6.4,5.0,,3.0,1.0,
1082649,1,335971,Kolkata Knight Riders,107,10,18.5,5.68,3.0,,4.0,,
1082649,2,335978,Mumbai Indians,111,4,14.3,7.65,4.0,,4.0,,
1082648,1,628333,Sunrisers Hyderabad,128,7,20.0,6.4,3.0,,4.0,,
1082648,2,335971,Kolkata Knight Riders,48,3,5.2,9.0,1.0,,3.0,,
1082647,1,968721,Rising Pune Supergiant,162,4,20.0,8.1,2.0,1.0,4.0,,
1082647,2,335978,Mumbai Indians,142,9,20.0,7.1,2.0,,7.0,,
1082646,1,335970,Royal Challengers Bangalore,161,6,20.0,8.05,2.0,,7.0,,
1082646,2,335975,Delhi Daredevils,151,10,20.0,7.55,1.0,1.0,1.0,4.0,
1082645,1,335973,Kings XI Punjab,73,10,15.5,4.61,,,3.0,,
1082645,2,968721,Rising Pune Supergiant,78,1,12.0,6.5,,,1.0,,
1082644,1,335978,Mumbai Indians,173,5,20.0,8.65,11.0,,6.0,,
1082644,2,335971,Kolkata Knight Riders,164,8,20.0,8.2,2.0,1.0,5.0,,
1082643,1,968725,Gujarat Lions,154,10,19.2,7.96,3.0,,2.0,1.0,
1082643,2,628333,Sunrisers Hyderabad,158,2,18.1,8.69,3.0,,1.0,,
1082642,1,335975,Delhi Daredevils,168,8,20.0,8.4,3.0,,4.0,,
1082642,2,968721,Rising Pune Supergiant,161,7,20.0,8.05,5.0,,5.0,,
1082641,1,335973,Kings XI Punjab,230,3,20.0,11.5,1.0,3.0,6.0,,
1082641,2,335978,Mumbai Indians,223,6,20.0,11.15,2.0,1.0,5.0,,
1082640,1,968725,Gujarat Lions,195,5,20.0,9.75,7.0,,4.0,,
1082640,2,335975,Delhi Daredevils,197,8,19.4,10.01,2.0,,1.0,,
1082639,1,335973,Kings XI Punjab,167,6,20.0,8.35,4.0,,6.0,2.0,
1082639,2,335971,Kolkata Knight Riders,153,6,20.0,7.65,2.0,,2.0,,
1082638,1,335978,Mumbai Indians,138,7,20.0,6.9,1.0,,7.0,2.0,
1082638,2,628333,Sunrisers Hyderabad,140,3,18.2,7.63,2.0,,2.0,,
1082637,1,335973,Kings XI Punjab,189,3,20.0,9.45,,,3.0,,
1082637,2,968725,Gujarat Lions,192,4,19.4,9.76,3.0,1.0,2.0,,
1082636,1,335970,Royal Challengers Bangalore,158,6,20.0,7.9,1.0,,2.0,,
1082636,2,335971,Kolkata Knight Riders,159,4,15.1,10.48,3.0,,3.0,,
1082635,1,335978,Mumbai Indians,212,3,20.0,10.6,9.0,,10.0,,
1082635,2,335975,Delhi Daredevils,66,10,13.4,4.82,1.0,,1.0,1.0,
1082634,1,968721,Rising Pune Supergiant,148,8,20.0,7.4,2.0,,4.0,1.0,
1082634,2,628333,Sunrisers Hyderabad,136,9,20.0,6.8,,,2.0,,
1082633,1,335973,Kings XI Punjab,138,7,20.0,6.9,1.0,,3.0,8.0,
1082633,2,335970,Royal Challengers Bangalore,119,10,19.0,6.26,4.0,,3.0,,
1082632,1,968725,Gujarat Lions,208,7,20.0,10.4,1.0,,4.0,,
1082632,2,335975,Delhi Daredevils,214,3,17.3,12.22,6.0,,5.0,1.0,
1082631,1,335971,Kolkata Knight Riders,155,8,20.0,7.75,5.0,,,,
1082631,2,968721,Rising Pune Supergiant,158,6,19.2,8.17,2.0,,2.0,4.0,
1082630,1,628333,Sunrisers Hyderabad,185,3,20.0,9.25,5.0,1.0,2.0,,
1082630,2,335975,Delhi Daredevils,189,4,19.1,9.86,1.0,,2.0,,
1082629,1,968725,Gujarat Lions,161,10,19.5,8.11,5.0,,2.0,,
1082629,2,968721,Rising Pune Supergiant,167,5,19.5,8.42,3.0,,4.0,,
1082628,1,335970,Royal Challengers Bangalore,162,8,20.0,8.1,2.0,,2.0,,
1082628,2,335978,Mumbai Indians,165,5,19.5,8.31,2.0,,5.0,,
1082627,1,628333,Sunrisers Hyderabad,209,3,20.0,10.45,2.0,,6.0,,
1082627,2,335971,Kolkata Knight Riders,161,7,20.0,8.05,1.0,,4.0,,
1082626,1,335975,Delhi Daredevils,67,10,17.1,3.9,,,5.0,,
1082626,2,335973,Kings XI Punjab,68,0,7.5,8.68,,,2.0,,
1082625,1,968725,Gujarat Lions,153,9,20.0,7.65,1.0,3.0,7.0,,
1082625,2,335978,Mumbai Indians,153,10,20.0,7.65,,,1.0,,
1082624,1,968721,Rising Pune Supergiant,157,3,20.0,7.85,1.0,,3.0,,
1082624,2,335970,Royal Challengers Bangalore,96,9,20.0,4.8,2.0,,2.0,,
1082623,1,628333,Sunrisers Hyderabad,207,3,20.0,10.35,1.0,,2.0,,
1082623,2,335973,Kings XI Punjab,181,9,20.0,9.05,4.0,1.0,,,
1082622,1,335975,Delhi Daredevils,160,6,20.0,8.0,1.0,,6.0,,
1082622,2,335971,Kolkata Knight Riders,161,3,16.2,9.85,5.0,,1.0,4.0,
1082621,1,335970,Royal Challengers Bangalore,134,10,20.0,6.7,9.0,,3.0,,
1082621,2,968725,Gujarat Lions,135,3,13.5,9.75,2.0,2.0,4.0,,
1082620,1,968721,Rising Pune Supergiant,182,5,20.0,9.1,1.0,,6.0,,
1082620,2,335971,Kolkata Knight Riders,184,3,18.1,10.12,4.0,,9.0,,
1082618,1,968721,Rising Pune Supergiant,160,6,20.0,8.0,1.0,,2.0,1.0,
1082618,2,335978,Mumbai Indians,157,8,20.0,7.85,3.0,,3.0,,
1082617,1,335971,Kolkata Knight Riders,131,10,19.3,6.71,,,8.0,,
1082617,2,335970,Royal Challengers Bangalore,49,10,9.4,5.06,3.0,2.0,2.0,,
1082616,1,335973,Kings XI Punjab,188,7,20.0,9.4,3.0,,1.0,1.0,
1082616,2,968725,Gujarat Lions,162,7,20.0,8.1,2.0,,4.0,1.0,
1082614,1,335978,Mumbai Indians,142,8,20.0,7.1,5.0,1.0,10.0,,
1082614,2,335975,Delhi Daredevils,128,7,20.0,6.4,1.0,,5.0,2.0,
1082615,1,628333,Sunrisers Hyderabad,176,3,20.0,8.8,4.0,1.0,3.0,,
1082615,2,968721,Rising Pune Supergiant,179,4,20.0,8.95,2.0,,1.0,,
1082613,1,335971,Kolkata Knight Riders,187,5,20.0,9.35,2.0,,1.0,,
1082613,2,968725,Gujarat Lions,188,6,18.2,10.25,4.0,1.0,,,
1082612,1,335973,Kings XI Punjab,198,4,20.0,9.9,5.0,2.0,5.0,,
1082612,2,335978,Mumbai Indians,199,2,15.3,12.83,3.0,,5.0,,
1082611,1,628333,Sunrisers Hyderabad,191,4,20.0,9.55,1.0,2.0,1.0,,
1082611,2,335975,Delhi Daredevils,176,5,20.0,8.8,2.0,,2.0,3.0,
1082610,1,335970,Royal Challengers Bangalore,213,2,20.0,10.65,1.0,,3.0,,
1082610,2,968725,Gujarat Lions,192,7,20.0,9.6,2.0,,6.0,,
1082609,1,628333,Sunrisers Hyderabad,159,6,20.0,7.95,4.0,,6.0,1.0,
1082609,2,335973,Kings XI Punjab,154,10,19.4,7.83,4.0,1.0,5.0,,
1082608,1,335975,Delhi Daredevils,168,7,20.0,8.4,,,2.0,1.0,
1082608,2,335971,Kolkata Knight Riders,169,6,19.5,8.52,3.0,,8.0,,
1082607,1,968721,Rising Pune Supergiant,161,8,20.0,8.05,5.0,,7.0,1.0,
1082607,2,335970,Royal Challengers Bangalore,134,9,20.0,6.7,2.0,,5.0,1.0,
1082606,1,968725,Gujarat Lions,176,4,20.0,8.8,1.0,2.0,8.0,,
1082606,2,335978,Mumbai Indians,177,4,19.3,9.07,3.0,,10.0,,
1082605,1,335975,Delhi Daredevils,188,6,20.0,9.4,2.0,4.0,4.0,,
1082605,2,335973,Kings XI Punjab,137,9,20.0,6.85,1.0,,1.0,,
1082604,1,335971,Kolkata Knight Riders,172,6,20.0,8.6,1.0,,10.0,,
1082604,2,628333,Sunrisers Hyderabad,155,6,20.0,7.75,1.0,,4.0,2.0,
1082603,1,968721,Rising Pune Supergiant,171,8,20.0,8.55,1.0,,4.0,,
1082603,2,968725,Gujarat Lions,172,3,18.0,9.55,1.0,,4.0,,
1082602,1,335970,Royal Challengers Bangalore,142,5,20.0,7.1,3.0,1.0,3.0,4.0,
1082602,2,335978,Mumbai Indians,145,6,18.5,7.69,6.0,,7.0,,
1082601,1,335973,Kings XI Punjab,170,9,20.0,8.5,1.0,2.0,13.0,,
1082601,2,335971,Kolkata Knight Riders,171,2,16.3,10.36,6.0,,5.0,,
1082600,1,628333,Sunrisers Hyderabad,158,8,20.0,7.9,5.0,1.0,5.0,,
1082600,2,335978,Mumbai Indians,159,6,18.4,8.51,3.0,,1.0,,
1082599,1,335975,Delhi Daredevils,205,4,20.0,10.25,3.0,,5.0,,
1082599,2,968721,Rising Pune Supergiant,108,10,16.1,6.68,1.0,,4.0,,
1082598,1,335970,Royal Challengers Bangalore,148,4,20.0,7.4,1.0,,3.0,,
1082598,2,335973,Kings XI Punjab,150,2,14.3,10.34,4.0,,2.0,,
1082597,1,335971,Kolkata Knight Riders,178,7,20.0,8.9,1.0,3.0,5.0,,
1082597,2,335978,Mumbai Indians,180,6,19.5,9.07,5.0,,7.0,,
1082596,1,968725,Gujarat Lions,135,7,20.0,6.75,2.0,,,1.0,
1082596,2,628333,Sunrisers Hyderabad,140,1,15.3,9.03,,,3.0,,
1082595,1,335970,Royal Challengers Bangalore,157,8,20.0,7.85,2.0,,4.0,,
1082595,2,335975,Delhi Daredevils,142,9,20.0,7.1,1.0,,4.0,,
1082594,1,968721,Rising Pune Supergiant,163,6,20.0,8.15,1.0,,5.0,,
1082594,2,335973,Kings XI Punjab,164,4,19.0,8.63,1.0,,9.0,,
1082593,1,968725,Gujarat Lions,183,4,20.0,9.15,2.0,,2.0,,
1082593,2,335971,Kolkata Knight Riders,184,0,14.5,12.4,,,11.0,4.0,
1082592,1,335978,Mumbai Indians,184,8,20.0,9.2,1.0,,6.0,1.0,
1082592,2,968721,Rising Pune Supergiant,187,3,19.5,9.42,1.0,,3.0,,
1082591,1,628333,Sunrisers Hyderabad,207,4,20.0,10.35,1.0,1.0,5.0,,
1082591,2,335970,Royal Challengers Bangalore,172,10,19.4,8.74,1.0,1.0,4.0,,
981019,1,628333,Sunrisers Hyderabad,208,7,20.0,10.4,2.0,,11.0,1.0,
981019,2,335970,Royal Challengers Bangalore,200,7,20.0,10.0,5.0,,4.0,,
981017,1,968725,Gujarat Lions,162,7,20.0,8.1,,,5.0,,
981017,2,628333,Sunrisers Hyderabad,163,6,19.2,8.43,1.0,,1.0,,
981015,1,628333,Sunrisers Hyderabad,162,8,20.0,8.1,1.0,,4.0,1.0,
981015,2,335971,Kolkata Knight Riders,140,8,20.0,7.0,9.0,,,,
981013,1,968725,Gujarat Lions,158,10,20.0,7.9,6.0,,5.0,,
981013,2,335970,Royal Challengers Bangalore,159,6,18.2,8.67,7.0,1.0,8.0,,
981011,1,335975,Delhi Daredevils,138,8,20.0,6.9,1.0,1.0,4.0,,
981011,2,335970,Royal Challengers Bangalore,139,4,18.1,7.65,,,10.0,,
981009,1,335971,Kolkata Knight Riders,171,6,20.0,8.55,1.0,,3.0,,
981009,2,628333,Sunrisers Hyderabad,149,8,20.0,7.45,6.0,1.0,3.0,1.0,
981007,1,335978,Mumbai Indians,172,8,20.0,8.6,3.0,1.0,4.0,,
981007,2,968725,Gujarat Lions,173,4,17.5,9.7,2.0,,4.0,,
981005,1,335973,Kings XI Punjab,172,7,20.0,8.6,1.0,,3.0,,
981005,2,968721,Rising Pune Supergiant,173,6,20.0,8.65,1.0,,7.0,,
981003,1,628333,Sunrisers Hyderabad,158,7,20.0,7.9,1.0,,1.0,1.0,
981003,2,335975,Delhi Daredevils,161,4,20.0,8.05,4.0,,10.0,,
981001,1,335971,Kolkata Knight Riders,124,8,20.0,6.2,2.0,,5.0,,
981001,2,968725,Gujarat Lions,125,4,13.3,9.25,1.0,,16.0,,
